Years of Gym Membership,Weekly Workout Hours,Age,Nutrition Knowledge Level,Income Level,Monthly Expenditure (USD)
9,3,53,1,1,974.0728185636967
2,3,51,4,3,782.6453416251476
5,5,44,1,2,832.9086185760405
7,19,24,2,2,1104.9187890122853
10,20,20,4,1,1292.125637388031
0,12,64,4,1,894.7605600114806
0,4,50,1,1,551.0291953421706
10,6,19,2,2,925.6876639714387
1,19,59,4,2,1002.9251398580134
10,0,33,3,3,1139.7215463450611
5,13,42,3,2,1004.8019820155438
8,3,32,5,3,1031.5285321683475
3,16,41,5,3,1056.8659122371957
2,20,32,2,2,926.9848664808503
7,13,48,4,3,1249.399883680804
10,15,31,3,3,1364.5165351916733
9,13,31,3,1,1064.5091712777473
8,15,23,2,2,1014.2196321613259
10,19,31,4,3,1414.1248350052892
4,7,34,2,3,917.2315884557407
8,2,35,1,3,996.636261200124
1,18,37,3,2,866.4283020685043
2,0,34,2,1,438.80248436261394
6,1,33,2,1,592.9628987802575
6,14,57,1,2,1092.315916812339
5,9,56,5,2,1115.2667344765464
5,17,49,3,2,1208.4152831829167
1,13,61,2,2,868.7190019661932
9,16,26,3,1,1074.2901361021572
5,12,44,5,3,1088.1776132115365
3,0,63,2,3,795.0764343606095
2,4,50,1,2,656.5757358962395
10,12,27,3,2,1156.2808690768697
1,13,34,1,3,781.6253837612442
0,2,53,5,1,614.3542439389307
10,14,34,5,2,1320.7006189892293
10,18,35,3,2,1316.7230799623662
4,16,40,5,1,1004.1833892069584
1,2,51,4,1,563.6997371001062
1,15,25,3,1,742.618928290425
6,13,30,4,2,990.2547885751035
7,11,40,5,1,1036.410826927725
9,11,37,3,2,1038.720955007087
7,10,39,4,2,1045.4143625441534
3,16,64,5,1,1047.5949253642436
0,7,40,2,3,683.9460837292422
10,16,58,2,1,1214.7389197181583
6,20,52,1,3,1255.2867901055658
0,19,20,2,1,589.6772056048825
10,10,51,4,1,1169.030964905688
3,1,50,2,2,719.2549515675482
7,9,63,3,2,1117.6620506371066
1,9,34,3,2,780.4462918709048
5,10,62,3,2,1061.4328048138534
5,5,36,2,2,687.5715710908087
8,3,47,2,2,971.6582452973923
4,11,40,1,2,847.4801913227521
9,10,32,5,3,1328.8696995849375
3,12,31,1,3,874.1513745542759
4,4,19,4,2,682.3421412324952
9,5,56,3,3,1323.647074866296
10,0,35,2,1,729.7147668456499
4,5,23,5,3,847.7865558001031
7,17,49,5,2,1298.2852645515463
9,8,38,2,3,1140.0307336986725
7,14,57,1,1,939.9597539595466
1,7,45,5,3,885.2043522413828
6,18,44,1,2,1087.1004596642454
7,15,19,2,1,898.187980285646
10,5,50,1,1,1042.9428555645338
5,5,33,3,3,920.2231262181188
4,2,56,2,1,648.9982866513902
10,9,39,2,1,1054.6794945990484
8,0,60,5,1,928.7768851862263
2,13,64,5,2,1014.8218462066642
9,3,30,5,1,947.8663341052852
3,11,19,3,3,822.9136492028687
8,5,31,3,3,1073.078336743661
5,10,55,4,1,933.494849319233
7,11,58,2,3,1194.602773603928
6,9,45,5,1,929.7765540174258
10,17,24,2,3,1289.3006905609702
1,6,35,1,1,479.46319699620824
2,6,58,3,1,686.2630015680116
0,10,53,4,1,753.475507120414
8,3,58,1,2,935.643588860263
6,19,53,2,3,1332.1558548957896
0,0,61,3,1,552.1639201018539
2,12,21,5,2,881.5062997843054
3,17,47,1,2,914.4112916387193
3,8,41,3,1,756.2192803653988
4,8,37,2,1,715.2950353400173
2,8,63,2,1,787.6120705471959
2,9,48,1,1,617.7665508543935
0,1,41,1,1,349.187013793671
6,5,24,1,3,831.8159363961054
10,14,43,4,1,1192.459485504441
9,2,30,5,1,892.0569269381149
0,10,25,3,3,839.7449039796822
1,5,22,2,2,553.4440280150991
3,2,61,2,3,837.443862931322
3,10,30,5,2,835.4021080054034
4,14,46,1,2,968.1275943415231
10,12,37,1,3,1245.6920647867314
1,19,31,2,1,735.8687424997337
3,9,49,5,2,869.5408967798114
0,5,44,2,1,477.64694029644147
1,14,42,1,3,743.7496604413146
0,17,21,3,2,646.5795603599651
9,17,38,1,1,1092.4845796821655
9,6,35,3,2,1068.0137217336776
3,14,56,4,2,1110.56798966603
3,17,32,5,3,1120.068375296112
6,17,55,4,1,1161.7116423774473
9,19,41,1,1,1170.6424204717498
10,8,25,5,2,1176.9206552538167
10,1,45,1,1,885.6691777180487
8,7,38,5,2,1098.6306340538056
8,19,33,5,3,1316.8182002422598
4,1,33,1,3,728.148069990043
9,10,52,1,1,1041.163319846183
0,6,34,5,3,719.1929620995019
0,5,26,5,3,662.8739964433018
5,9,52,1,1,753.3074540776391
1,4,46,1,2,616.9543372940091
7,10,56,2,3,1201.749510008868
8,0,35,2,1,738.4604124544517
3,1,29,2,1,486.5000527160563
4,0,36,4,1,537.6892696406103
10,18,39,5,3,1593.166143437403
7,1,32,3,3,967.1544867468301
2,20,18,4,2,941.0307507863763
4,19,19,5,2,1099.2258751900956
2,20,25,3,2,925.5558618860438
9,3,39,2,2,950.875688121324
2,11,42,3,2,833.6911465133253
2,19,19,1,2,881.34670211279
6,17,26,1,1,855.2757880227713
6,0,26,5,2,855.7496120382596
6,0,30,4,3,802.3890991290414
9,13,23,2,2,1111.65403701877
7,3,47,5,3,1145.510593853918
4,4,32,2,2,732.2217251347759
4,10,32,1,1,742.3776889167455
3,12,24,4,1,723.6245590943403
6,15,28,4,3,1096.3434407588645
9,12,57,1,2,1257.5127343858453
3,1,55,3,1,727.4307598960091
1,15,57,4,1,846.7678358727626
3,5,19,3,2,669.0969606822446
7,13,56,2,3,1208.6804775833298
8,0,27,4,3,909.908946743626
2,16,61,1,3,1060.367475259055
6,10,34,3,1,823.6170722260028
8,18,24,2,2,1144.8110099224104
10,2,57,2,1,1136.5159073273153
3,10,56,4,1,814.7058980209209
9,4,21,4,1,872.0777657215609
2,16,52,5,1,842.0787028676098
4,6,64,5,2,1016.1649784921768
0,9,53,4,1,629.7295266589632
2,10,48,5,1,804.6319443114828
7,2,42,1,3,943.2946021481647
10,19,58,1,1,1306.9555660260048
7,9,30,5,2,982.6278001546889
3,9,35,4,1,710.8079804659405
1,13,38,1,2,741.7858905956257
7,11,18,2,2,907.8681217273826
7,14,53,4,2,1285.1653792468994
9,9,25,3,3,1147.0508151705073
3,9,38,3,3,860.3564816712558
2,18,60,4,1,1001.571620985745
1,0,38,5,1,367.6506841822119
8,9,44,1,1,1028.0774361622005
0,1,36,1,2,343.9608121177936
6,16,40,4,2,1184.8230460085122
4,6,60,2,2,917.0393996635966
7,6,52,5,1,923.4730173409436
3,19,57,2,1,1002.9729334383529
6,8,59,4,1,940.5259136588277
4,1,22,4,1,541.7285717122853
4,13,58,2,3,1133.5199137755853
8,16,25,3,3,1232.5833840030914
8,0,28,4,3,909.9973712402094
8,8,33,5,1,995.5187166773895
5,19,56,2,3,1259.594386176231
5,20,64,3,3,1354.4695779616432
4,18,41,2,1,922.4248339776667
8,3,38,3,3,972.7345798956559
9,7,40,3,1,923.786212653104
7,12,55,5,1,1085.5402018306738
6,3,64,4,1,920.5165043272797
6,8,25,3,2,828.5431967308589
5,8,24,4,1,809.4630128088954
4,17,19,5,3,1095.0832921785661
3,11,47,4,3,1043.218917064667
2,9,30,1,1,543.4165789381298
2,10,40,3,2,710.1974218802069
5,6,46,5,2,976.5959337047026
3,8,55,2,2,808.8898359439287
5,5,54,5,3,995.4053790669043
2,18,37,3,2,893.2619060329041
3,15,50,5,2,1046.013810188701
8,14,46,2,1,951.08701895575
4,6,32,1,2,693.1939700998854
6,15,40,3,2,1140.416195152536
9,4,59,3,2,1116.5986993302658
1,15,20,5,1,759.9687292540204
4,0,54,4,1,669.8423068801035
8,18,46,4,2,1367.6575438224006
10,4,62,2,3,1182.9179511728828
2,6,25,1,3,704.9937710300014
8,18,39,1,1,1079.5864140653828
10,4,46,5,2,1227.7434188802615
5,16,19,5,3,1094.3803105663333
3,7,58,4,2,847.3706663159774
6,0,62,1,1,765.3341423924037
7,1,18,1,3,872.3593094769827
5,14,61,1,1,976.8089985928971
4,19,37,2,2,1022.8949660398252
5,17,38,2,1,879.2520633044841
4,10,54,5,1,967.3452347544098
7,9,25,4,1,872.4196608792347
0,3,44,3,1,505.04050095464663
10,4,64,4,3,1329.86133654271
6,3,52,2,2,982.0004346053038
9,12,23,2,3,1137.1292174521473
9,12,62,5,2,1323.95846203462
10,17,61,3,2,1485.671036066919
1,1,36,1,2,531.8976115813089
8,15,35,3,2,1218.4804246850808
0,0,18,3,2,379.3664026992635
10,18,42,3,3,1470.3828608738188
9,8,44,5,2,1112.6322831199589
5,2,24,2,1,561.9565621334101
8,6,61,1,3,1168.8398219672513
0,9,59,3,3,878.8668258434984
3,0,46,1,2,572.1130042127721
3,9,48,3,1,705.0327793606835
8,20,61,2,1,1317.2095876218657
10,8,60,1,2,1234.3675766885585
4,14,53,4,2,1053.3864965630619
4,14,36,2,1,871.623414156672
5,2,23,1,3,781.9739159840292
0,4,42,3,3,596.0805152956952
0,8,48,3,2,684.8043532988384
8,8,26,2,3,1116.9326312558871
2,6,37,2,3,685.4874047877761
3,11,27,3,1,622.4645272592012
0,8,54,1,3,791.330789961594
8,5,44,4,1,1004.6172255682145
7,1,30,5,2,856.0044740800226
1,8,58,2,2,736.5300920402098
7,16,19,3,1,870.0444336975088
6,0,38,1,1,605.0853600769815
10,18,50,2,2,1296.4018789476172
5,5,41,1,1,667.2677288486115
0,4,61,2,2,710.5388356246544
6,1,59,3,2,840.2776785295522
9,8,51,1,2,1082.385632757191
6,13,26,3,2,1023.0496311347516
8,3,19,1,2,746.1883100258522
0,3,47,2,2,575.3946926894703
1,20,39,5,3,1135.5097303062173
10,14,63,5,3,1548.921054555258
8,7,28,4,2,1004.9476383072014
8,3,60,4,3,1125.1024199838314
5,15,34,3,1,890.036878827157
5,20,53,1,1,1053.109578323044
3,3,30,4,2,584.9215942325484
3,15,24,2,3,817.6798345117446
4,11,33,5,1,827.3402759253026
2,15,50,1,1,798.9407407115427
0,18,62,5,1,924.4055080656784
0,7,18,1,1,278.94148313482515
6,5,28,4,3,1015.1772533762287
0,9,23,4,1,520.1770705655726
0,4,37,3,1,503.5347007487078
2,17,52,1,1,798.067434245668
9,9,61,2,2,1208.2503636047313
3,9,54,4,1,846.0194001310638
3,6,58,3,1,800.2261087395474
1,17,43,4,3,1070.9988321208723
0,0,29,5,1,354.9979659759956
2,6,47,4,1,669.2110194284428
10,20,45,1,1,1228.8394727175344
3,0,44,3,2,667.1480825003481
2,14,59,1,3,933.1217641618931
7,3,36,2,3,870.5048498288915
9,19,22,2,2,1319.2822429595642
0,9,22,4,2,706.7672682323464
1,8,58,3,3,948.295631087315
6,1,44,3,1,754.2110579509516
3,13,45,3,3,1063.7732810499801
7,15,43,3,2,1193.9092437771915
10,0,44,4,1,1022.7343966608976
2,1,59,1,3,720.3744054717384
5,6,38,4,1,742.118754189011
8,9,18,1,1,799.2403363912173
0,19,45,5,2,984.776180289772
0,0,32,5,3,597.2578872635837
7,12,34,1,2,962.3680510516166
2,0,43,4,3,806.8617967079302
4,4,37,2,3,783.1458215353231
0,15,42,4,1,803.4328206880497
4,14,30,2,1,838.1585108930104
10,16,50,4,1,1385.597595118723
5,15,42,3,2,1159.1552422529644
7,12,25,3,1,923.5116584173312
2,10,22,5,2,863.9238698086896
2,16,23,5,1,810.2617357253043
10,16,40,1,2,1269.808259551409
10,1,47,2,3,1124.6900587606272
9,12,31,3,2,1113.2784719621259
8,13,40,4,2,1217.9836043361174
3,10,28,1,2,777.5306268464792
3,9,48,4,3,920.0817550778447
6,2,23,3,2,872.9921408807589
1,16,28,3,3,981.2254464571138
7,14,30,3,1,940.8904573951229
5,8,29,3,1,773.1171566834205
2,9,19,4,3,792.8409562330871
8,7,52,1,2,1046.6420310777264
4,20,53,3,1,1048.2033187174234
7,12,34,5,2,1136.157880920585
6,17,45,1,2,1041.544288745223
7,4,45,5,3,1214.5037209715595
6,5,39,4,1,765.3338597193265
2,16,55,3,3,1112.619164137472
1,10,24,1,3,666.0680321950912
6,19,32,3,3,1222.187854616446
2,15,49,3,3,1058.0630099124794
2,8,28,1,2,634.8900009647414
1,1,41,3,1,471.4687973569632
3,4,20,3,1,501.598457159071
7,0,47,2,1,710.4236002361655
0,3,23,2,2,468.1550242898795
0,3,19,1,2,342.28580104660716
4,2,31,1,3,692.5189831014138
10,8,58,3,3,1308.1056604245045
4,11,35,5,3,1028.4288249682204
10,9,61,1,3,1243.9871147541617
0,1,48,3,1,379.7557395762436
5,10,30,5,3,1077.1530939926465
0,9,43,2,2,682.722318000866
4,5,61,1,2,850.5341816004168
8,17,29,3,2,1243.7594811408112
4,1,35,2,3,710.889087386868
5,1,26,4,1,533.7359455423333
7,9,38,2,1,919.2653568557298
10,15,57,3,3,1387.6504415500988
0,11,60,5,3,963.1556443021854
1,0,41,4,2,588.9101631562752
8,20,51,4,2,1478.0395533216265
2,7,25,4,1,557.666488913035
5,15,61,1,2,1061.3467159994327
4,17,50,3,2,1113.0534569789147
10,12,40,4,3,1390.09994762512
1,14,30,2,1,622.8300810576986
6,20,31,5,3,1314.257648141908
3,11,31,3,1,678.1492569228873
0,7,33,2,3,687.3333291095091
3,9,55,1,1,655.3163437455449
5,13,56,4,2,1255.3907917204044
6,4,43,2,1,791.0532749214556
6,17,43,3,1,989.9197722805719
6,18,18,2,3,1096.6042390403893
2,14,49,1,1,702.3418933547348
5,5,32,5,1,719.0674517388179
7,10,38,4,1,970.5832635741108
3,20,35,3,3,1184.5795804046354
7,10,47,4,1,999.9414473858291
1,19,30,4,3,905.4775771598497
9,19,41,4,2,1324.3049768745168
8,20,47,2,3,1367.59386152067
8,17,19,2,1,999.4462665256787
7,17,36,5,2,1212.950211773626
9,9,64,1,1,970.0212830255573
9,1,61,3,3,1118.7529205895005
0,8,64,2,2,684.625539964558
1,13,42,4,2,884.8715052719442
5,18,31,1,2,980.7493187409627
9,9,23,3,1,835.0694464140995
4,3,29,3,2,651.579971279077
8,5,37,3,2,1033.734465132802
4,13,40,3,2,920.0436800229475
1,3,47,5,2,661.0314733686723
9,14,47,3,3,1346.4851358789274
3,15,55,1,1,866.2802230453083
8,6,47,2,1,907.8639397046231
0,16,58,1,2,891.1575213894556
10,18,47,4,3,1507.8671523929636
0,18,53,5,2,1008.7132423689574
6,16,51,5,1,1134.8343764284957
10,5,33,4,1,920.349950341168
2,10,41,1,1,724.2650383041927
9,15,31,1,2,1192.7841429080345
1,7,43,4,2,696.6610563093042
8,10,25,3,3,1109.443737347053
2,6,31,3,3,795.759641117409
1,18,48,2,1,819.0013577898541
7,9,19,1,1,760.3528970050306
9,8,21,1,3,1070.2800218054372
5,3,18,4,1,637.6732460634512
5,14,37,4,3,1152.9008227911042
9,12,31,3,2,1139.5677170159827
10,1,57,1,1,966.9449863753803
6,1,42,1,1,670.4843129694692
6,15,42,5,3,1271.7405890883238
10,8,20,2,2,1088.7432596047315
5,12,22,2,1,781.6722984040275
3,2,55,3,1,671.5275674758116
10,8,43,1,3,1160.5605480113998
8,12,57,5,2,1233.079135462217
5,20,55,1,3,1312.0852089484074
3,1,55,4,2,793.532145184223
2,7,21,3,2,680.8780607139528
3,8,24,2,3,799.883461175803
2,15,47,1,3,984.8743406612512
1,1,47,3,2,587.7124505135378
4,5,36,2,3,838.6636556918255
1,7,56,1,1,579.1608973395073
5,4,52,5,1,906.6862190328867
2,8,57,3,1,699.4095683202796
5,0,50,1,1,645.3771224930416
10,8,50,2,1,1062.16798125555
9,9,31,2,3,1192.5904392671819
8,3,55,5,2,1096.3819961698666
0,2,27,3,3,588.0750116991461
5,9,45,3,1,855.3789377521772
8,14,31,1,1,915.3915704285366
10,10,53,2,3,1352.5181219615952
3,13,55,2,3,1040.0402071417207
10,5,33,5,2,1076.9303646672129
1,11,38,5,1,639.4574554372914
3,12,45,3,3,964.1363393194774
0,16,50,2,2,868.2044528275334
2,15,23,1,1,733.0936918537483
9,2,58,4,1,1005.9198330935765
8,1,32,1,1,660.1635344573776
9,10,61,5,3,1425.818973474997
4,8,20,1,1,643.8691708391643
10,2,60,2,1,1096.0616548295516
5,17,64,3,2,1263.205756278287
2,19,52,4,3,1171.213487079008
4,14,31,3,2,953.7538861472873
10,13,19,4,3,1238.8694487842245
7,1,46,4,1,859.8474994420127
5,16,21,2,2,981.6986854331182
3,7,43,2,3,740.1371523953545
1,9,29,5,3,832.1339429713536
8,17,19,5,1,1159.5043877423989
0,18,34,4,1,716.4383180089717
0,7,52,5,2,643.7259895790403
3,7,27,2,2,683.6165067520292
6,2,39,5,3,1038.8020531882266
0,2,58,4,2,670.0305670018545
8,11,60,3,1,1111.346889381616
3,16,38,1,2,843.7178707373938
2,3,32,5,2,615.0877982969089
0,16,52,2,3,949.1385750646846
9,13,38,3,1,1087.0735213811734
3,18,38,2,3,1102.6253645584018
8,8,38,5,1,1022.0300608791396
9,20,61,4,1,1337.8468053519086
5,11,49,1,3,1057.8066425336465
5,4,22,1,2,674.5210989423015
0,10,56,3,3,786.7941122057795
9,19,26,1,2,1169.0434895029723
1,2,35,4,3,688.0032185105168
10,20,38,2,3,1444.3315652873437
5,14,25,4,2,990.7870225546922
1,13,61,3,2,908.9175266166541
2,10,51,3,2,862.0343262404342
3,19,27,1,3,1003.3435107925241
10,7,58,4,2,1248.8386041985023
4,3,41,2,2,732.9771786518223
8,11,57,4,2,1206.9232022554033
3,7,41,2,1,634.2156420810918
10,5,49,2,2,1109.9199864886034
8,14,50,4,2,1149.5486907845236
10,11,55,5,2,1326.4580595312636
9,15,61,4,1,1239.6913922153044
2,15,51,2,1,773.5142458425904
7,20,28,3,2,1164.2387534434229
0,19,48,3,2,842.9833397066428
10,19,35,1,2,1269.477499677048
8,3,40,3,2,961.5663047171605
8,10,39,5,1,1097.5210198546013
9,12,60,2,2,1359.958656383125
1,8,35,4,1,513.5724713365228
3,3,57,4,3,868.3043221177877
7,11,64,5,1,1124.464680063574
6,8,58,3,3,1146.9134999999565
0,12,64,2,1,738.2269056214618
4,15,56,3,1,939.4938729886292
6,5,37,1,1,588.6160801324141
3,9,30,3,2,821.7302177097847
0,12,62,1,1,705.1332727586426
8,6,18,4,2,965.661665708971
4,18,21,2,1,814.2674032708439
10,18,41,1,1,1212.5581003907482
1,16,53,3,3,925.0171870189151
7,12,53,3,1,991.4813428321197
10,12,62,4,2,1429.7128702199761
1,20,19,5,3,996.5456941187466
2,1,45,5,3,888.4640643493706
9,9,43,3,1,986.2647108903606
0,12,40,5,1,817.6073550291903
10,8,32,2,3,1314.7689069630696
1,0,53,5,2,632.7539806064866
6,13,44,2,1,917.2783260365276
9,15,23,3,3,1317.600095647086
1,19,52,3,2,951.861140498655
5,14,56,3,1,986.719637835589
2,0,55,4,3,758.3397777703698
3,16,52,5,3,1144.6860537811842
10,12,53,1,1,1140.898302911572
7,14,27,1,2,981.319151892571
2,15,47,3,2,820.5351720217158
9,15,58,5,3,1562.054423186787
5,1,55,2,2,884.9672456375749
0,16,46,1,3,905.6197983536973
6,10,60,3,1,996.2881290613029
7,7,56,1,2,953.2071515972698
10,19,21,1,1,1091.906789091511
7,2,22,1,3,884.4579572300886
2,11,21,3,1,644.8959928396871
9,19,53,3,2,1407.7640691687977
0,15,62,4,1,854.8890602839851
8,13,33,4,2,1198.1246152249178
5,15,42,4,2,1125.624546327336
10,20,31,1,2,1319.4702835466483
8,16,28,5,2,1192.5875902612495
6,10,46,3,2,1104.2188726060833
0,16,51,4,3,970.7540654442814
0,18,39,5,1,761.5619521290909
5,0,31,4,3,796.8106449972512
4,11,41,4,1,785.4389576994736
8,14,56,5,1,1239.178795774285
1,17,43,4,1,824.3218418699931
7,13,60,1,3,1296.4325114426792
10,0,53,1,2,872.6811460004382
4,12,56,1,2,960.5447528267312
1,14,33,2,3,842.1563096204828
9,6,55,4,2,1147.7197836665123
10,14,49,2,1,1132.966376356505
10,19,23,3,2,1287.1812969173193
5,9,51,5,2,996.764438260111
9,13,25,3,2,1200.9837029210885
7,5,47,2,1,876.3532920535392
3,13,44,1,2,909.0714776559284
1,11,24,4,2,622.9820890459027
10,10,44,4,2,1284.2819663599128
4,19,42,1,3,1159.5691366644419
1,18,63,4,3,1124.6840663282078
1,1,58,5,2,700.6780760407082
5,19,32,5,3,1190.8624231550457
10,0,42,5,3,1144.6219336742222
9,7,39,3,1,1003.2312818253951
8,13,35,1,3,1131.5329104262607
3,8,29,5,3,906.8057951886225
5,1,40,2,2,857.2812597889517
6,4,62,5,1,891.0601036698298
10,7,56,3,1,1126.6068167841743
5,15,42,2,1,868.3092602501466
7,15,27,1,3,1040.7257298820293
3,12,47,1,2,894.9647282900966
0,19,27,5,1,744.6563820085022
6,14,51,2,1,1074.9689265015793
2,0,63,2,3,803.3931692371848
5,2,30,5,1,650.7098936643226
1,5,46,5,2,686.1521521084638
8,13,55,4,1,1191.030400507854
0,3,58,4,2,617.3546293765478
5,17,62,5,2,1195.9522112005743
5,14,26,3,2,864.0396586055299
4,8,30,4,3,961.1694357387771
4,17,54,5,3,1219.5188441187377
0,2,31,2,2,472.98581148063295
9,9,54,4,2,1154.8877352202153
4,16,26,3,1,758.0835944544909
1,6,25,1,1,460.98850864084386
6,14,56,2,1,1012.0743497765029
2,0,57,3,3,741.0898590958229
3,10,20,3,1,615.6772935111063
2,16,64,3,2,1005.8555327459449
2,4,57,2,2,826.7134285567236
3,6,50,3,3,923.2715828049926
4,18,49,1,3,1141.9496253426967
0,14,24,4,1,582.3256687950046
3,2,36,2,3,769.3405749487333
10,14,51,3,2,1267.3849683658773
7,4,31,5,2,960.9342447649701
9,11,64,4,3,1436.2047430192888
6,19,63,2,2,1305.876936562086
8,4,36,5,3,1011.5744385335514
4,2,43,5,2,861.3622171246228
9,8,34,3,1,987.6904394219204
3,8,45,2,3,857.284176693657
7,6,36,3,3,932.0395313305
8,1,44,1,3,949.6879275914503
6,20,36,5,2,1239.3414397246092
6,15,50,1,1,903.9925138627757
4,8,24,3,3,827.4499195946303
3,12,46,4,2,876.8269871962921
9,18,60,5,3,1538.2618211748927
0,19,22,4,2,755.5864970263312
9,16,47,2,1,1273.5128358526795
9,5,60,5,2,1243.1843034708486
6,3,25,1,2,659.7215900241125
0,0,59,4,3,667.003069272588
0,17,29,2,2,670.9550018433657
4,18,59,5,3,1297.4835424266835
8,8,30,2,2,1058.7582105078277
5,12,43,1,1,894.8676133969929
2,7,35,5,2,774.9013386427699
2,12,59,2,3,980.2909054068722
6,14,37,3,2,1082.5720854228275
5,10,33,5,2,978.9908121897037
8,11,54,5,1,1161.6475459383164
5,13,20,5,3,1069.8685721220513
4,3,44,5,1,752.2405479194248
9,0,32,3,2,828.9699411240847
6,3,51,1,1,738.9834643612484
0,18,62,3,2,971.6759978339167
6,8,39,3,2,923.2473143975313
2,9,57,2,1,662.6118842514019
8,3,40,4,1,880.2612590577211
5,19,21,4,2,1262.394752516692
8,8,58,2,1,968.8449995276001
4,12,40,3,1,822.8869984666817
6,11,64,2,2,1163.0692729041436
3,10,26,5,3,1018.6562168284985
6,11,41,2,1,855.8355198702862
0,17,38,2,1,738.230765697637
6,11,58,5,3,1299.5625964836374
7,15,63,4,1,1159.683614228103
4,4,33,5,2,826.2479485767456
1,19,42,1,1,761.3464225061222
4,11,43,2,2,863.6611666293107
5,20,62,2,3,1405.9532751455183
1,10,26,4,3,832.466590502742
5,8,32,3,3,875.9100101079415
5,17,56,5,1,1113.6139279891327
0,2,50,3,3,654.0255742521957
0,19,18,1,1,589.4676466343383
10,16,22,5,1,1205.7978414370434
9,13,26,1,1,984.6702655291118
2,0,61,1,3,806.7037698935255
9,16,23,1,3,1276.092519102067
9,7,45,5,1,1004.3051064437345
2,4,62,5,3,935.0843108867695
3,4,43,4,1,567.6605975687862
1,8,45,2,3,745.1656444857332
8,2,57,3,2,910.2206807368109
9,18,32,3,3,1281.6002388419874
10,8,23,1,3,1175.0051531857894
6,17,44,5,3,1347.6354258099223
6,15,55,5,1,1155.852995918554
5,0,21,1,1,543.7668856479339
2,1,28,2,2,550.6352983369898
5,13,38,3,2,985.7613215213942
7,13,47,4,2,1135.5330370955835
7,0,35,2,1,769.782430641536
10,15,52,5,2,1475.3192782710012
8,14,20,1,2,999.0268870989556
0,14,29,3,3,853.1931575323767
0,11,44,1,2,530.4532455508325
2,15,47,5,3,1125.7116307286904
2,13,38,1,1,654.9605350101549
9,14,55,3,1,1330.6242973347655
7,14,38,1,3,1207.5311434336872
9,18,55,3,2,1276.3658037975838
0,7,57,1,1,519.435005172515
1,1,32,1,3,563.0290311919548
1,1,35,3,1,432.878067149765
2,9,46,1,1,635.619713559978
5,2,55,2,2,874.236586422806
0,16,38,4,1,702.9611131178525
1,7,34,2,3,716.383435999822
0,3,58,4,2,746.3036049815837
4,13,35,2,3,1072.1109711573206
6,20,54,4,3,1438.886911778408
7,9,55,1,3,1117.5136449487422
9,0,29,3,2,849.6337518195904
0,3,28,3,1,387.9353069347763
6,0,37,5,3,936.4225867987612
4,16,26,4,1,868.233576028445
9,16,18,5,1,1137.8147786849822
0,6,20,5,3,688.0333157464996
2,19,38,4,1,905.9453645893593
6,14,40,3,2,1046.6627998640113
9,12,26,4,2,1080.0531409716853
0,1,36,1,1,364.73210590743264
6,18,62,5,1,1223.0345551566606
4,12,63,5,2,1125.4405187064817
0,10,36,4,1,621.8361167442335
0,14,40,5,1,628.6593455512102
0,9,44,3,1,676.0755582831199
10,8,44,5,1,1101.744879485091
8,8,56,4,3,1328.6972285110587
10,19,53,3,1,1356.2328126676273
2,0,29,3,2,481.07145709840637
4,16,44,5,3,1154.6180714607858
10,11,63,4,3,1420.543864226869
9,9,51,5,2,1203.4195002936708
8,4,50,1,1,771.5322114598348
5,17,45,1,3,1105.076904185908
8,14,48,3,3,1358.369092049873
7,5,49,5,1,998.4877800607923
7,6,37,1,1,751.1871071645688
0,16,57,2,2,771.3566052583009
8,5,52,1,3,1121.5459217404866
5,7,48,5,1,826.0630963805744
8,11,48,5,1,1059.9653242842135
2,20,55,1,2,990.8583041796818
2,13,39,5,3,986.1765565945597
5,11,62,5,1,990.5123046626126
8,9,58,2,2,1095.030161400897
6,19,26,3,3,1174.9030147737824
2,14,26,5,3,924.30061431013
2,6,32,4,3,767.4456540726685
1,8,30,3,3,734.7135022339853
8,9,39,3,2,1082.6678657228151
2,9,33,4,1,677.4526365170344
10,15,49,1,3,1347.8914723486757
4,6,19,2,3,759.1653333137864
8,4,43,5,1,1012.217454171295
7,2,31,1,3,924.3316885038128
1,17,55,4,3,1112.4109042762773
2,10,51,2,1,626.4334080971306
1,14,25,2,1,620.3525264926665
7,20,53,2,3,1341.2263827375505
5,19,38,4,1,992.174434394185
5,4,63,1,2,857.0155831900067
8,11,60,5,2,1322.3537530884482
7,3,45,2,3,1039.4138845827651
3,14,63,2,3,1074.0242920336962
3,8,61,1,1,749.2310161455828
8,6,23,2,1,773.9219983322272
0,9,37,2,3,712.9966741132728
1,12,48,4,3,999.87779459426
1,7,50,3,2,726.8422501346167
5,11,61,1,1,817.1406771788469
3,18,24,1,3,966.9344812431016
10,0,25,1,3,1045.8184406013113
9,15,26,4,1,1065.0000630123084
2,16,19,4,1,812.4271286087117
2,17,34,5,3,1090.8732410253574
2,10,62,4,3,1088.813017116149
5,17,54,1,3,1233.7721027184677
7,6,59,5,1,1023.889736471577
10,17,61,3,3,1504.3377760955334
6,7,34,2,3,978.7837166019683
3,5,55,2,3,896.6590975490479
10,6,52,5,2,1278.5779806772985
3,9,64,3,2,827.4494872072626
10,10,56,2,1,1068.5064879992292
9,12,47,5,3,1386.8151661868208
10,8,23,4,3,1211.6365245545269
10,6,21,1,1,811.6387195796073
10,8,54,3,1,1137.8638956881703
1,12,52,2,1,743.9177854952817
