Distance Traveled (miles),Number of Participants,Age,Accommodation Quality,Duration of Stay (days),Travel Expenses (USD)
127,1,18,1,2,1123.0029966906222
310,5,62,2,3,2676.9776250122236
170,5,53,5,2,2748.969185281432
410,3,24,4,1,1735.0135963901134
207,5,63,1,1,2157.603530893229
269,4,22,2,3,1895.7508659056775
157,2,41,5,1,2033.7354094946313
249,2,45,2,2,1880.933616185209
56,1,60,3,3,2322.8476604872676
484,5,34,4,2,2373.9414277566175
408,1,54,5,3,2777.2892556006186
207,2,37,5,3,2390.165398974742
56,2,20,1,2,1219.5685668847675
87,5,54,1,1,2106.73368299864
133,4,43,1,2,1875.607011009522
84,4,32,2,1,1511.1487631953019
368,5,25,4,1,1977.1485292267237
146,5,30,2,2,1966.9545380122502
99,1,20,4,3,1803.8371311254741
409,5,18,5,2,2182.1983389923666
334,4,26,2,3,1971.7981803730383
70,5,48,2,1,2033.7507052890749
147,1,58,2,3,2257.478286198188
59,1,43,3,2,1878.7837691875743
268,1,34,4,3,2102.047862830909
470,1,51,4,1,2174.429947521251
116,3,26,2,1,1362.7369502824217
122,5,30,3,3,2280.6715764445576
359,2,22,2,1,1243.1852675148182
263,5,58,4,1,2515.3394415431176
127,3,30,5,3,2277.7675741792314
207,1,18,3,1,1179.5815464955645
346,3,42,3,3,2286.6732076677627
374,4,64,2,3,2681.672570372071
60,4,21,5,1,1853.4250993388814
254,5,53,4,3,2878.6499309822425
412,5,27,1,1,1583.8665462548076
435,2,45,4,1,2120.3148347886504
44,2,23,4,1,1561.9074552015838
311,4,44,5,2,2591.3150667527234
419,1,29,3,1,1533.9379894530086
78,3,20,4,3,1907.1204199885408
358,2,63,3,3,2718.9481523960512
329,2,50,5,3,2711.2817175248674
430,1,27,5,2,2087.605926624525
477,1,48,2,2,1990.4621952045784
58,5,32,1,3,1969.3824497685655
414,3,24,5,3,2301.446683369375
83,1,53,5,2,2315.457878420347
201,2,31,3,3,1879.1602998804199
270,2,31,5,1,1944.7234309739952
365,4,20,4,1,1780.588402653253
79,1,63,2,3,2331.478146542722
99,5,20,2,1,1534.3088444278399
269,3,39,4,3,2372.166597439036
135,5,36,5,2,2387.601679517854
240,2,52,1,3,2070.6434703695522
304,5,29,5,2,2276.825431853855
428,2,22,2,1,1344.3394999525792
138,2,27,1,1,1203.2099808457212
289,2,58,3,1,2156.9518556890475
322,2,50,3,3,2332.4543212176504
109,2,30,5,2,1986.6557675130666
335,4,52,5,2,2763.7585464075914
306,5,49,1,1,2031.125552598558
191,4,28,1,1,1445.3234276481192
183,4,55,5,2,2724.225983035095
325,1,41,2,3,1965.1376078410722
373,1,52,3,1,2006.206532045725
197,1,36,1,3,1638.8348554438871
66,3,23,2,1,1335.7682185830029
40,1,57,5,1,2177.050211950333
93,5,62,4,3,3064.0568804158697
161,4,61,1,3,2462.263627780304
482,5,59,4,3,3023.0177136424604
45,1,52,2,3,2094.5219940942475
222,3,21,3,2,1693.7420461055729
423,3,50,2,2,2235.8076822673024
417,4,30,3,1,1971.0944976790165
373,5,53,2,1,2233.436175467461
115,2,60,1,1,1729.8766274928187
423,5,36,1,2,2044.8768831331695
351,1,60,4,3,2586.521907716618
229,2,29,2,1,1357.180068828312
400,3,28,2,2,1762.1047681135117
172,4,23,4,1,1701.0625060375949
448,4,29,5,2,2350.811277128976
229,3,44,2,3,2187.710028464309
279,1,58,2,2,2176.291059846353
129,3,42,2,3,1983.4132110872465
403,1,59,5,1,2435.8677034307957
345,2,20,1,3,1476.4630016779133
409,3,20,4,2,1876.3741235358802
191,1,37,5,1,1919.5046344750056
488,2,45,3,1,2019.9009627987812
115,3,40,3,2,2024.6407788316503
226,4,20,5,3,2200.1104308827576
214,3,59,5,2,2796.3091174736
79,5,41,1,3,2065.71246343862
53,3,60,3,3,2645.819506065885
338,5,57,4,1,2576.529448833532
310,2,23,2,3,1766.5415915789088
237,3,37,2,1,1663.586667740373
193,2,28,1,2,1322.7982497621213
116,2,49,1,2,1770.2251175936822
93,1,44,3,1,1761.6171615341661
347,2,38,4,1,1974.67264764831
259,2,61,4,3,2727.745295279724
372,3,30,5,1,2101.1828582200883
450,3,39,1,2,1869.094002915335
30,4,52,2,1,2037.140789839501
205,1,64,2,1,1978.5390223082143
187,2,39,3,1,1708.9075314101806
426,1,45,2,3,2162.408444486651
484,5,38,4,1,2314.5999755080093
16,2,63,4,3,2695.875953612656
79,1,35,1,3,1546.3704518829898
136,4,48,3,1,2136.5602134732394
408,4,63,2,3,2813.114374179866
475,2,54,1,1,1935.0776025430732
169,5,38,5,2,2426.5114604705786
257,4,31,5,2,2240.363916654716
212,4,42,2,3,2208.6565212881633
157,5,44,2,2,2146.53282432594
481,1,57,2,1,1913.8525637578482
152,4,40,4,3,2507.864080117608
441,3,48,2,1,1958.5858638937796
208,4,64,5,3,3196.798536887344
414,1,46,2,3,2231.945773973414
435,1,64,3,3,2617.797424271838
163,2,47,5,3,2533.1352704875267
385,3,43,3,2,2239.864027787393
393,1,37,5,2,2191.348759253424
151,5,55,1,2,2243.9836524765287
322,3,36,5,3,2597.4697293373997
174,3,44,5,2,2403.4159827665326
323,5,42,3,3,2498.2128075947935
30,4,57,3,2,2343.476387874354
91,5,55,5,3,2986.633751311302
78,5,40,5,2,2471.406854955232
140,4,46,4,2,2433.2441559971217
96,4,32,1,2,1707.6240734435173
227,4,20,1,3,1732.927342054988
430,4,27,2,3,2019.9459236677908
481,4,32,5,2,2390.337888072144
314,5,33,5,3,2576.328422091323
412,2,34,5,1,2036.151339638273
380,2,36,5,2,2304.2361450578874
354,1,28,1,2,1351.6662410560143
350,2,22,3,1,1390.9925380080203
393,2,22,4,3,2130.791438184989
405,5,31,3,3,2337.2421563473417
454,4,43,3,3,2531.382039936631
434,4,25,1,2,1643.678522912117
170,5,22,4,2,1958.3294765256871
187,2,24,5,2,1968.594050073068
126,5,33,1,2,1685.5519457355224
205,1,31,1,2,1428.717677007582
392,4,54,4,3,2889.402473292279
499,3,58,2,1,2196.0656587913204
336,1,21,1,3,1425.4015167226605
95,1,53,3,3,2280.2136750123655
298,5,34,3,2,2146.858929284035
90,2,64,5,1,2483.8376690995046
161,4,53,1,1,1846.0918676812826
70,3,23,5,3,2037.4489990731472
70,1,33,1,1,1175.849500752278
363,3,46,4,3,2723.358313937949
37,2,53,1,3,2056.8028012411355
451,2,55,2,3,2423.128890968652
52,3,54,3,3,2436.1697318191423
178,4,27,4,2,2010.7369080790515
432,2,58,3,1,2206.165710563575
95,3,53,5,2,2567.4495456076065
186,1,46,4,2,1993.6810434522552
26,3,31,2,2,1504.989159616966
107,3,21,3,3,1846.0597542638457
463,5,61,1,3,2691.543340313907
207,2,59,1,2,1984.2120242336518
107,4,53,1,2,2012.837810522381
74,4,62,4,1,2449.1145342987797
339,5,30,2,2,1948.5826680881148
350,4,63,2,3,2806.1672536791457
14,3,35,2,2,1653.497283879733
11,5,50,3,1,2193.697495365357
31,1,38,4,1,1705.0132627401365
121,2,33,1,2,1460.0284484137005
66,2,32,3,1,1561.2492520881985
75,2,22,2,1,1199.5835662048025
339,3,23,1,3,1616.691168105556
107,1,55,4,1,2023.8334047777967
153,5,20,5,1,1945.888637110881
377,5,29,2,2,1938.600327184765
444,2,53,2,3,2412.537343592212
134,1,50,2,1,1725.1262820452498
176,1,53,2,2,1946.642940150495
95,1,50,1,2,1667.2063798624886
85,4,48,4,2,2366.5188724407017
353,4,38,3,2,2168.2837809489697
433,2,44,1,2,1824.7887383607215
303,1,44,4,2,2174.701370398978
453,1,25,3,1,1447.1764328559348
68,5,54,2,3,2505.21210150567
147,5,49,4,3,2792.485428799466
108,2,43,2,2,1797.5006489592192
201,1,19,4,2,1558.2895312962046
252,2,29,5,3,2299.566759212436
328,5,39,2,1,2002.0002750666445
58,5,34,2,2,1910.9184648533758
457,4,24,2,3,2091.5350439561644
41,2,60,1,3,2178.7876305926184
400,2,21,3,2,1713.8166781144191
286,1,54,2,3,2320.750386294859
29,1,55,2,1,1683.0665880166653
163,4,49,1,3,2185.4337160709056
392,3,28,1,2,1645.9708450118742
77,3,18,5,2,1840.4707360520601
375,3,42,4,3,2480.453412492839
381,2,59,2,3,2453.0412349055273
223,2,41,4,2,2060.7617992469136
152,5,60,1,1,2127.230909703771
385,2,34,1,3,1830.65459912344
241,2,25,5,1,1824.7469021319582
222,2,62,3,1,2260.024928093036
88,4,44,1,2,1858.1382174893695
223,2,35,2,2,1816.8796568392836
125,1,44,5,2,2138.8068411082127
101,1,39,3,1,1510.4969014446112
279,5,33,5,2,2387.3924015479242
420,4,19,1,2,1481.4359489694245
390,1,22,3,1,1422.9038365979911
498,4,35,4,1,2233.1080373141835
177,4,20,3,1,1624.6620258252942
67,5,44,2,1,1819.2700841337091
293,4,34,4,3,2469.3410925721855
35,2,33,4,2,1953.8533345612345
378,4,23,2,3,1998.8967971851455
456,5,24,4,1,1976.3315304546725
75,5,31,1,1,1515.920045972918
418,5,55,3,1,2411.4243124065056
257,1,57,3,1,2055.871316003202
263,2,32,2,1,1398.3204869897631
396,1,64,1,2,2162.269071957958
465,3,64,4,3,2976.996275052587
53,2,50,3,3,2294.6602367263786
106,4,60,3,2,2490.32555223232
51,5,44,3,2,2237.4830731810735
236,3,46,3,2,2235.3386503316788
271,2,54,5,3,2841.8240646921527
176,1,22,2,3,1484.7518108199135
445,5,46,4,1,2451.8320010222487
288,1,49,4,3,2369.677395047571
98,2,23,2,3,1585.9748940607863
388,2,19,1,2,1287.6583310964224
187,3,23,2,3,1690.5421778929615
436,4,63,3,1,2580.9624578413877
412,1,60,3,3,2561.1725968855244
206,3,21,2,2,1495.667116071068
316,5,46,2,2,2275.0901743610093
276,4,42,4,1,2237.816166394286
277,3,26,4,1,1809.8826563680013
83,1,20,5,3,1919.4154248063226
17,2,43,5,1,1985.0313954177373
417,5,60,3,1,2564.4668189513072
485,1,44,5,2,2317.950775238177
306,4,53,5,2,2758.636128083334
173,4,49,1,3,2265.3975891133164
494,2,18,2,3,1765.160617858246
94,2,33,4,3,2074.8600759605765
81,5,28,5,3,2492.1310094510445
64,5,43,4,2,2423.3603171397326
402,2,57,5,3,2878.9697791598087
56,2,18,5,3,1975.305860663039
408,4,43,3,1,2175.313952961312
441,2,45,1,3,2113.032926394579
247,3,26,2,1,1390.815786232468
113,1,61,2,2,2062.592503639539
219,2,39,3,3,2159.4809328691945
51,5,25,3,1,1635.325218320221
325,3,59,2,3,2620.3975878715282
477,5,44,2,1,2134.172488165206
463,3,56,1,3,2378.821612896887
277,2,36,5,2,2182.6967740792916
395,1,42,1,2,1652.7415414745503
272,5,55,2,1,2271.292136051261
345,3,38,5,1,2223.740301165957
396,4,41,2,2,2084.806426671188
374,2,41,1,3,2030.4633657518664
268,1,36,1,1,1284.652322718778
292,2,64,1,2,2136.1544238144133
123,4,19,5,1,1815.3619811553067
372,1,31,4,2,1846.019446238223
49,4,49,4,2,2336.244661264749
495,2,59,2,1,2079.8378239148406
426,3,49,5,1,2403.7371282143845
229,2,45,3,2,2101.975005045554
138,2,56,4,3,2524.188364853438
17,2,57,5,2,2516.93931464787
110,5,59,5,3,3127.076994314533
425,4,64,4,3,3164.7344358881332
389,4,57,5,3,3059.906810457892
185,4,30,5,1,2021.8672539597287
116,5,29,4,2,2239.822429148135
110,3,25,1,2,1472.6574420733666
269,2,32,2,3,1860.7693010985024
487,3,43,3,3,2510.8334531854393
463,5,29,2,3,2223.873613622646
375,4,60,1,2,2338.3156169671056
255,2,63,1,3,2461.662647597271
284,1,44,5,2,2325.7398764141703
41,1,35,2,2,1614.8404865874688
146,3,62,1,1,1909.8901585219035
21,4,53,2,3,2460.38068568719
404,1,44,1,3,1924.1823155284023
311,3,26,3,3,2017.0370613896807
384,5,56,1,1,2181.4915663289644
25,3,18,2,3,1598.1184711972926
138,3,24,5,2,2051.755251347066
72,3,43,2,3,2140.1744573381993
118,2,24,4,2,1706.3386199709125
384,3,24,2,2,1622.1759750850406
30,3,25,3,2,1655.4359872148443
167,2,33,3,2,1792.8290006369507
278,2,20,3,3,1793.4528007115896
171,5,62,1,1,2243.8452846484984
269,4,27,3,1,1733.7216674820304
421,1,24,2,2,1622.3556674340043
111,1,38,5,3,2337.7908345519613
232,3,54,3,1,2130.929340838312
68,5,48,2,3,2305.224897712468
256,3,40,1,1,1697.4039187254964
137,1,44,1,2,1584.3775749219903
292,2,39,5,2,2322.4408509396562
334,4,56,5,2,2803.639370331158
34,5,44,2,1,1976.9321571421021
140,2,21,5,3,2082.3885871782777
362,4,41,5,2,2496.64475062654
205,5,40,1,3,2054.7554327700573
290,5,36,2,3,2274.4349881165053
413,1,59,5,2,2661.35638286781
427,2,20,2,1,1351.6360996690623
163,5,44,3,2,2272.610939427071
391,5,20,1,2,1613.3115566981558
142,4,45,1,1,1626.5066118978925
236,1,34,1,3,1620.3939974207394
198,3,48,4,1,2077.4413934892273
485,1,27,2,1,1346.8709085352675
486,3,39,3,2,2189.407519535223
274,2,47,5,1,2242.6873085996576
381,2,38,3,1,1766.7989588588441
495,5,53,2,1,2321.1041791869648
443,2,40,1,3,2045.4016377557464
143,5,55,4,3,2857.5906809658327
220,1,29,2,2,1426.0491745694198
69,2,42,2,2,1813.7803120330636
437,1,37,5,3,2463.1010107717757
386,1,59,3,1,2088.1774666360984
404,2,24,3,2,1697.5478937833088
459,1,46,5,2,2300.336720494663
440,2,46,4,1,2116.957866052506
373,2,30,1,1,1290.3637845937685
373,2,20,1,1,1060.3546411299467
466,3,19,4,1,1694.7611070448236
222,1,33,5,1,1820.7533037649557
225,4,47,2,3,2343.108854417986
235,2,55,3,1,2051.3057218092504
479,1,23,2,2,1575.7177089032905
140,5,62,3,3,2875.370993041235
85,2,24,2,2,1455.0364163377378
485,2,22,5,1,1923.031864460718
295,4,24,5,2,2226.845033277506
483,3,51,4,1,2347.820139865551
286,3,49,2,2,2030.3497588867253
165,2,30,2,2,1563.9339444304494
257,1,47,4,1,2041.273459496793
227,5,42,4,2,2502.4923426564505
199,5,38,5,3,2691.1312134165637
426,1,38,5,2,2219.047574763394
478,2,45,2,3,2245.39092685643
172,5,37,5,3,2645.2014773457204
189,3,51,5,2,2536.693860129017
43,1,22,2,3,1429.0556102122925
50,4,35,4,3,2349.6168809447768
316,2,56,2,2,2125.2062349021307
440,1,60,1,1,1942.0936582977647
347,5,28,2,1,1733.1889428303564
323,2,34,1,3,1736.2102384309294
84,3,62,2,3,2533.300312430276
450,2,39,1,1,1630.0145782724057
288,2,54,1,3,2331.055464349838
185,3,37,2,1,1701.038686196219
393,3,63,5,2,2862.7409130077394
159,2,23,3,3,1800.003303741346
282,3,51,5,2,2737.436116246184
334,1,31,1,1,1198.0920641918801
117,3,40,2,1,1595.0008110049405
148,3,37,2,2,1794.5014145839082
359,2,30,2,3,1828.7644297702873
280,1,64,2,2,2189.621729461396
356,4,61,3,2,2614.940387216374
428,4,58,4,3,3009.802306905634
298,5,49,1,1,1914.170091129532
221,3,43,3,2,2127.043376249764
390,3,31,5,2,2226.75274623322
281,1,53,4,1,2127.9992854549396
427,4,25,4,2,2146.443189779429
75,5,57,2,1,2222.1306230422147
492,1,39,3,3,2220.6215915082175
433,3,39,5,1,2215.4447527670413
257,4,33,2,1,1688.2822167918457
165,5,44,2,2,2235.982496098959
56,2,27,1,1,1140.095049427351
432,4,42,4,1,2300.370015534794
463,5,48,5,2,2780.648679316673
210,1,38,4,1,1812.6803458768761
157,2,44,3,2,1914.1954126068463
133,5,34,1,3,1920.0496963651742
10,5,50,2,1,1960.0293037420959
465,3,48,1,3,2263.7798404847563
256,4,59,2,1,2237.8371226138865
352,3,43,1,1,1645.2966656332787
137,2,38,2,3,1832.2648224309562
200,5,53,4,3,2907.6746717760007
76,3,18,4,2,1727.3796880269224
13,4,21,4,2,1847.8899954626615
451,2,21,4,3,2141.832922150607
418,1,43,1,1,1526.500935317995
312,3,21,2,2,1526.404793833653
303,2,26,4,1,1737.9383353938997
152,1,47,1,2,1645.6263813403846
200,3,62,2,2,2334.7410291603787
30,2,21,1,2,1158.1776480518142
236,2,22,4,3,1916.38134647532
322,3,62,3,1,2329.9219630674434
126,2,40,1,3,1889.03150397353
446,5,33,4,2,2329.674244483461
311,3,39,5,3,2638.975641960824
151,2,54,2,3,2163.0468002137663
493,1,25,4,3,2126.548157748774
469,1,50,5,1,2369.7866164542606
410,5,55,1,3,2503.812021391663
48,3,60,1,3,2277.946817263676
402,2,33,5,3,2443.1925959609093
364,2,22,5,3,2141.7946382971977
261,1,33,2,3,1884.6370752436999
342,5,24,1,3,1902.0805715727283
216,1,18,5,3,1891.9938240852687
219,1,26,3,2,1583.4411000001323
124,5,35,3,3,2275.1885838913736
234,3,62,5,3,3008.04646011946
143,2,64,2,1,2029.0112884904809
260,3,20,1,2,1341.0484736795333
228,4,41,3,3,2423.8733370237123
416,4,45,5,1,2373.3786543034184
452,4,27,5,3,2604.1394994359675
100,5,26,4,3,2281.519458520411
363,1,30,5,3,2323.8571497598055
385,3,52,2,3,2480.600384579854
55,2,40,3,3,2010.3277696066
47,4,64,4,1,2507.036112170036
151,3,34,3,3,2015.7403486014123
109,4,63,3,1,2319.3208681812703
337,4,24,2,3,1941.659621926007
199,2,33,5,1,1874.2451971657217
44,5,57,2,2,2338.1768882746887
156,1,53,5,3,2554.64570399321
39,5,37,4,2,2370.953313619483
343,3,41,2,2,1997.442750522058
93,5,64,2,2,2557.673196283455
378,3,22,1,3,1676.410512188099
290,3,62,2,2,2401.8691740695285
433,1,23,1,1,1023.7314183035819
353,2,45,5,3,2710.035375149474
279,1,22,5,2,1793.4099143788826
163,5,56,5,3,3108.7901050780883
111,3,55,1,2,2064.7346533349023
224,4,19,5,1,1752.0837556754398
159,4,60,3,3,2732.304119815252
441,3,56,2,3,2560.7666511999364
92,1,38,1,2,1461.4900269157183
119,2,57,5,1,2349.452990940194
444,1,54,3,3,2430.209632368302
396,3,35,2,2,1862.3078981374254
435,3,63,2,1,2330.4020117451473
284,2,29,5,1,1891.8879572106234
210,5,34,3,1,1944.2660829448907
293,5,54,1,1,1996.444130615716
477,2,63,5,3,3035.665703003706
182,5,55,2,3,2588.2089193722145
336,4,32,2,1,1750.0390237492252
215,5,24,2,2,1700.3223397777015
72,5,31,5,2,2251.2097673648286
82,5,18,4,1,1790.936563431366
260,4,55,4,1,2390.13085170996
133,5,20,4,2,1873.9221854135328
384,4,54,3,1,2287.0914335762754
130,2,61,5,1,2395.3092278002364
284,1,48,2,3,2134.5563530341146
440,2,60,3,3,2701.94207513703
407,1,30,4,1,1655.0319094976355
129,2,35,1,1,1295.5538553231756
431,1,34,3,3,2072.3468546418467
446,1,34,3,1,1681.522388707648
326,3,28,5,3,2321.2704093420807
173,1,37,3,3,1930.2958465279946
433,1,27,5,2,2112.316617186342
474,3,46,1,3,2194.01415729674
295,5,51,2,2,2442.172422586945
274,5,34,2,2,2028.4305496352579
329,3,59,4,3,2899.2512468609643
170,4,30,4,1,1916.2643018330702
385,1,61,1,3,2271.049775694521
317,1,64,2,2,2246.4580950711575
98,3,56,4,3,2606.964755111239
151,3,44,3,3,2297.1662475946655
212,4,43,5,2,2489.8978220436993
318,5,45,4,3,2742.6082904919313
236,2,30,1,3,1649.5216794063554
498,5,29,2,2,2037.1199600877865
452,1,61,1,1,1927.8976791597725
343,3,45,5,2,2514.6237554824356
231,4,19,5,2,2093.2440512911858
50,5,54,1,3,2334.2275579867237
205,4,51,4,2,2526.83483002316
77,5,40,4,3,2664.6685308831775
485,1,62,2,3,2422.4304030586723
273,2,46,2,3,2135.4304289960287
11,4,52,3,2,2204.780475680971
370,4,28,3,2,2006.4223636553934
134,2,50,2,3,2167.826868000577
119,4,28,3,1,1675.7859771720628
95,4,26,1,1,1271.9222276450455
434,5,31,4,2,2298.914837625499
129,5,26,3,3,2137.202874545376
136,2,56,3,3,2367.8596583250533
264,1,20,1,2,1226.0754293841974
192,4,46,5,1,2296.4557597842804
25,1,36,2,2,1524.9522258565553
486,2,53,1,2,2031.2104046997358
71,2,49,5,3,2540.4975957872784
378,5,24,1,2,1638.7136739696734
441,4,45,4,1,2318.290213252228
167,3,61,1,2,2093.0972686600717
277,2,35,1,3,1795.5096083900094
44,4,22,4,1,1624.025742945102
276,1,40,2,3,1935.486478186395
73,5,39,5,2,2375.932625713811
59,1,43,3,2,1885.1139098488109
478,2,59,2,2,2373.817050705397
264,2,29,1,3,1634.3958326293323
158,1,57,3,2,2309.070518910959
334,2,36,4,1,1925.0357816687788
313,4,64,2,1,2323.58904732986
285,2,18,5,3,2027.952464238696
366,5,20,2,3,1943.9332010747185
460,4,44,2,3,2380.4630723207783
181,3,35,3,2,1935.0065298035613
426,2,47,4,1,2150.8120434727616
210,2,19,4,1,1414.7984274098364
454,5,22,2,1,1734.7372116808403
402,5,46,4,3,2860.338572033545
333,1,50,3,3,2408.8619717435495
44,1,59,3,2,2170.394525081312
474,1,37,5,3,2479.336167613148
491,5,47,4,1,2422.9885053841026
225,1,59,5,2,2572.612234814562
489,1,22,1,3,1444.9169523244109
74,3,38,3,3,2098.4193487770726
17,1,32,2,1,1373.8274945326234
310,2,37,3,2,1927.505528803418
352,5,25,1,3,1925.0431759107546
440,4,48,2,3,2515.0970488609514
433,3,29,4,2,2094.560615844415
341,5,38,4,2,2379.4284020670566
447,5,47,3,3,2663.662947395893
85,2,44,2,3,2062.5736622190702
183,1,61,2,1,1926.4135116248374
56,2,43,5,2,2279.8190271416674
24,1,50,1,3,1891.3690929143966
370,1,43,4,3,2348.023050572702
156,5,43,3,3,2488.6598599317017
35,1,53,2,3,2082.338079841841
317,3,57,4,1,2380.3165324596894
102,3,18,3,2,1543.3967342641915
415,3,32,4,3,2372.599671533717
241,5,18,3,2,1902.5351345985648
30,2,28,4,2,1691.2091594871133
316,4,19,5,3,2407.3748161437134
47,1,18,1,3,1268.1313754572723
285,4,48,4,3,2724.27525703853
166,2,61,1,1,1802.5844691604084
188,2,33,4,3,2118.4048536030077
141,5,39,2,2,2081.064340536976
320,3,59,5,2,2802.543087968618
464,3,35,5,1,2117.4029207186168
357,2,64,1,3,2365.3951478127606
37,5,34,2,3,2061.514883823534
269,5,47,3,1,2183.2400933923336
415,1,27,5,1,1811.0730593500543
85,3,52,2,3,2231.299729803092
438,2,38,2,3,2117.948664572572
76,4,33,1,2,1573.7333564549176
351,3,23,2,3,1884.3093818943598
203,1,20,2,3,1654.4853135542328
481,5,58,3,2,2789.437639287642
171,2,60,1,2,2008.3033476224766
356,3,38,1,2,1762.9883591812827
448,4,30,2,2,1867.8242639776802
370,1,35,3,1,1688.9193383853053
266,1,41,4,2,2061.151045661639
81,3,44,5,1,2080.0289736594145
96,4,21,1,2,1345.328931913091
431,1,39,3,2,1857.643301581597
271,2,41,3,2,2043.6217733599585
223,1,57,2,3,2201.4086491114417
162,4,62,5,1,2712.6935995714834
219,5,27,1,2,1671.5898398365202
410,5,19,4,3,2324.6248068682235
70,3,57,2,1,1962.1319005545256
277,4,23,1,1,1395.9920136117494
271,1,35,1,3,1645.8924188336339
227,1,34,3,1,1506.7695265592558
292,5,55,5,3,3073.233325550687
145,5,62,4,2,2854.1879236708346
476,2,40,5,3,2533.88871254466
389,5,63,3,1,2575.6704183800452
371,2,47,4,1,2113.0029668727043
458,1,38,4,2,2108.95325936472
450,2,27,2,3,1845.189242136112
102,2,60,4,2,2479.8815362672985
118,3,30,1,3,1671.609075154064
250,5,29,5,3,2604.4504862242047
364,2,26,5,3,2289.8256460143193
433,1,21,2,2,1407.8569513464279
151,4,56,4,2,2631.529694643818
300,2,41,3,1,1765.420479437238
441,5,51,1,2,2298.5882060120307
246,3,56,2,3,2403.515918187441
349,1,58,4,3,2650.165715238257
321,3,22,3,3,1942.0091233122987
186,4,32,4,2,2095.045064206369
150,2,21,2,1,1116.4253040994754
198,2,56,3,2,2258.1920488110136
495,5,25,3,1,1957.1519773601742
58,2,62,3,2,2333.211533012168
311,1,41,3,3,2047.308475770215
378,4,45,4,1,2277.3210977488948
199,3,60,3,2,2508.9220598717457
145,4,44,4,3,2537.007902438029
52,2,18,3,1,1187.354228231681
413,3,51,3,1,2263.865138067263
389,5,34,2,3,2220.4652413770505
362,4,54,4,3,2849.687176526011
99,3,55,4,2,2418.7471274528107
304,3,43,5,2,2494.642666945958
350,3,41,2,3,2219.0718480973446
254,1,56,4,2,2302.233321241165
442,4,38,2,3,2246.0166365857517
201,3,47,2,3,2247.4447085346824
327,4,64,2,2,2554.412089768238
115,3,30,1,2,1496.0599224274474
372,5,54,4,1,2550.631992717522
319,5,20,2,1,1498.068937658718
391,5,49,1,2,2318.0129309386184
242,2,52,1,2,1942.919790879975
274,3,36,3,2,2007.2950886142144
353,2,31,3,1,1695.3100610342585
46,4,39,4,2,2192.7995924548045
314,2,34,3,1,1646.2786684378436
50,4,21,4,1,1662.2993541454011
26,4,62,1,1,2009.9503143476593
353,4,57,1,1,2150.590976587539
286,2,36,4,3,2226.14657316723
316,3,54,3,2,2339.8599392637357
68,2,19,3,2,1569.0620555734888
432,3,32,4,3,2415.2263019980287
192,3,19,5,2,1957.834906846337
50,4,28,3,1,1600.8217156541307
48,2,62,2,3,2384.8861205362414
406,3,40,3,1,1888.4718613300033
201,5,27,5,3,2464.82979321477
276,3,20,1,1,1129.826837598136
156,5,22,1,2,1530.3479555361769
404,2,20,1,2,1292.4313814813725
342,2,55,3,2,2355.7951609745314
136,2,30,1,3,1707.3710526100826
55,3,59,5,2,2706.314985163259
54,1,36,5,3,2234.4573755896104
10,3,57,3,1,2078.190629527693
177,3,52,2,2,2138.109141251742
117,4,41,3,1,1874.8881096742425
28,4,41,1,2,1719.041079652282
341,3,34,3,1,1727.8556004475693
81,5,57,5,3,2969.493122594507
465,4,27,3,2,2056.8588203143104
454,3,19,3,3,1996.8383146246842
118,1,61,2,3,2233.9235926194856
277,5,40,5,1,2403.179505697973
454,2,23,4,2,1944.0978246934562
249,3,19,4,3,1996.9044951369663
426,3,38,5,1,2185.8319998350944
310,5,52,4,1,2474.171017463196
99,4,46,1,1,1791.0439226261549
112,4,24,4,2,1932.5229887255994
485,4,46,1,2,2219.2861378596167
259,2,54,5,1,2326.1216249731983
462,5,40,4,2,2505.693087197399
17,5,50,4,1,2238.233174041885
162,4,25,1,2,1584.619439616369
356,4,29,1,2,1712.7117539196993
183,1,63,3,1,2056.488973807542
352,1,27,2,1,1298.0686667478672
167,3,32,4,2,2047.772906995436
440,3,41,2,1,1798.6590807773848
224,5,43,2,1,1989.1133526621427
186,5,64,4,1,2717.9735631084513
184,2,59,1,1,1800.3226156533817
349,2,56,3,2,2251.422856447488
347,1,20,5,3,2009.9781843137407
155,3,19,4,2,1732.3076168721109
459,1,23,4,1,1527.23097536574
333,1,38,5,1,2005.8384286380533
487,3,26,2,2,1794.7831201668016
170,2,27,3,1,1485.9102986513894
136,3,53,2,2,2106.3257358613387
429,4,20,5,3,2371.256074291796
91,4,58,5,1,2522.995464894327
494,4,41,3,3,2551.2376337292935
156,5,39,5,3,2686.1206903902334
248,2,31,5,1,1881.3951228305596
421,2,59,3,1,2232.0598272184275
433,5,62,4,2,3119.8610088125906
93,1,61,2,2,2015.5168062524124
122,4,44,4,1,2117.4781243204698
234,4,50,4,2,2436.8920370970372
341,1,39,2,3,1963.20942894937
387,3,46,4,3,2700.057529043224
252,3,36,3,1,1784.5464678383248
152,2,36,2,2,1663.888325297897
50,5,23,1,1,1331.9603429765687
432,2,62,4,3,2907.7358372012427
267,3,36,5,1,2172.5728185636967
456,1,30,2,1,1375.6453416251477
294,2,43,1,1,1589.9086185760405
114,4,39,5,1,2181.9187890122853
211,4,38,1,3,2087.625637388031
459,1,53,4,1,2304.2605600114807
316,3,19,5,1,1879.0291953421706
